num_tasks,burst_mean,burst_std,arrival_mean,arrival_std,burst_min,burst_max,arrival_min,arrival_max,best_algo
10,10.0,4.312771730569565,4.2,3.340658617698013,4,19,0,9,2
3,13.666666666666666,4.189935029992179,2.0,2.8284271247461903,8,18,0,6,0
3,7.666666666666667,3.7712361663282534,4.666666666666667,3.39934634239519,5,13,0,8,2
13,12.0,5.114083119567588,5.846153846153846,3.0846057931943722,3,19,1,9,1
7,12.0,5.606119105813881,3.857142857142857,2.4743582965269675,2,17,1,8,1
3,8.666666666666666,0.4714045207910317,3.3333333333333335,2.8674417556808756,8,9,0,7,0
12,10.5,5.5,3.8333333333333335,3.0776975521032313,2,17,0,9,1
15,10.733333333333333,6.475252032846976,2.7333333333333334,2.2939534045447005,1,19,0,8,1
15,10.4,5.212804747286563,4.6,2.870540018881465,2,19,0,9,1
13,10.0,5.961414390768481,4.461538461538462,2.8179475513868004,1,19,1,9,1
5,10.2,6.241794613730894,4.8,2.227105745132009,1,19,1,7,1
5,8.2,3.54400902933387,4.0,3.286335345030997,3,13,0,7,2
15,10.4,5.225578117937447,2.4,2.3036203390894663,1,18,0,8,1
15,5.133333333333334,2.65497436689865,4.8,2.8565713714171403,1,10,0,9,0
6,8.166666666666666,5.6984403324262525,4.833333333333333,2.9674156357941426,2,16,0,9,1
7,13.857142857142858,3.7958086444532637,3.7142857142857144,2.9137254363387344,7,18,0,9,0
5,13.6,5.314132102234569,5.2,2.7129319932501073,4,19,1,8,1
10,8.8,4.853864439804639,4.1,3.2388269481403293,3,18,0,9,2
6,10.833333333333334,6.148622248565572,5.0,2.70801280154532,1,19,1,8,1
11,9.454545454545455,5.0337702545116825,5.545454545454546,2.807899129360091,1,18,1,9,1
12,8.916666666666666,6.713895209853136,5.0,2.972092416687835,1,19,0,9,1
15,9.066666666666666,5.144144459696113,5.133333333333334,3.138293945583952,1,18,0,9,1
11,9.090909090909092,5.853585466183726,4.818181818181818,3.325334756031251,2,19,0,9,1
4,5.25,4.085033659592048,4.0,3.1622776601683795,1,12,0,8,2
7,9.285714285714286,4.333071682315172,5.428571428571429,2.9692299558323607,3,17,0,9,0
13,6.384615384615385,3.813709309612474,5.384615384615385,3.24721091064699,1,15,0,9,2
15,10.0,5.354126134736337,4.4,2.8472208672083497,1,19,0,9,1
6,8.333333333333334,5.878397362849466,4.333333333333333,3.0368111930481,1,17,0,9,1
5,10.8,6.8527366796047255,3.6,2.870540018881465,1,17,1,8,1
13,10.384615384615385,5.704768066996663,5.3076923076923075,2.5835162498071793,1,18,0,9,1
9,8.666666666666666,3.7712361663282534,4.555555555555555,2.671292284482513,2,14,1,9,0
13,12.846153846153847,4.989930689300571,4.461538461538462,3.433217477603292,5,19,0,9,2
10,8.7,4.243819034784589,4.5,2.3769728648009427,3,16,2,9,0
15,11.733333333333333,4.9053259037725745,5.133333333333334,3.095516470998373,2,19,0,9,2
15,9.0,5.253570214625479,3.533333333333333,2.5785439474418292,1,19,0,8,1
5,11.6,4.882622246293481,4.0,2.6076809620810595,5,18,0,7,0
3,13.333333333333334,5.90668171555645,5.333333333333333,2.6246692913372702,5,18,3,9,1
7,13.285714285714286,5.495824017620384,4.714285714285714,3.880879344916036,3,19,0,9,1
11,8.545454545454545,4.4795218162745165,3.272727272727273,2.956991994052835,1,15,0,9,0
9,7.888888888888889,4.254264382017033,4.555555555555555,3.02254900194121,2,14,0,9,2
11,14.090909090909092,2.8747978728803445,5.636363636363637,2.42234774444986,10,19,2,9,0
8,9.875,5.509934210133547,5.5,3.0,4,19,0,9,1
14,11.642857142857142,5.121483362926672,6.071428571428571,2.7114646994431864,1,19,0,9,1
3,12.0,3.559026084010437,3.6666666666666665,3.299831645537222,9,17,0,8,2
13,7.076923076923077,4.730612880468246,3.769230769230769,3.141627362563406,1,17,0,9,2
15,9.8,4.969238707622459,4.4,2.7030846576951055,1,19,1,9,0
6,12.666666666666666,6.749485577105529,3.5,3.4034296427770228,1,19,0,9,1
6,7.333333333333333,6.674994798166929,5.333333333333333,2.8087165910587863,1,19,0,9,1
14,11.142857142857142,5.207921752445196,4.428571428571429,3.063944369932459,1,19,0,9,1
5,7.2,6.881860213634101,4.0,3.1622776601683795,1,19,0,8,1
8,10.5,5.766281297335398,4.125,2.5708704751503917,2,19,1,9,1
5,10.0,5.366563145999495,3.0,1.5491933384829668,1,17,2,6,1
4,7.25,6.456585785072479,4.5,2.598076211353316,1,18,2,8,1
13,10.076923076923077,4.214654625170069,3.6923076923076925,2.553568103491974,4,19,0,8,0
8,11.125,5.9041828393097715,5.125,3.2572035551988456,1,19,0,9,1
9,12.333333333333334,3.5901098714230026,5.0,2.748737083745107,7,19,1,9,0
6,12.0,4.96655480858378,2.1666666666666665,2.1147629234082532,3,17,0,6,0
6,10.166666666666666,4.487637339278753,3.6666666666666665,2.9249881291307074,4,16,0,7,0
4,8.0,4.242640687119285,4.75,2.8613807855648994,2,12,1,9,0
15,10.0,5.329165037789691,3.6,3.1155523854794462,2,19,0,9,1
11,11.454545454545455,5.646618237552558,4.7272727272727275,2.631657241114569,1,19,1,8,1
9,9.0,5.055250296034367,3.888888888888889,2.3306863292670035,1,15,1,9,1
14,8.785714285714286,5.4007746987759795,4.5,3.3541019662496847,1,18,0,9,1
7,11.285714285714286,4.7423407636279515,3.857142857142857,2.849991049037143,4,19,1,9,0
3,15.333333333333334,5.185449728701348,4.666666666666667,2.0548046676563256,8,19,2,7,1
6,6.5,3.640054944640259,4.5,1.9790570145063195,1,12,2,8,0
12,9.416666666666666,4.091827899063639,3.75,2.384848003542364,1,18,0,8,0
12,9.166666666666666,5.096294950473552,4.25,2.2407216099581255,2,19,0,8,1
6,11.166666666666666,5.6984403324262525,3.0,2.23606797749979,6,19,0,7,1
6,7.5,5.315072906367325,4.166666666666667,2.4094720491334933,2,16,0,7,1
13,9.076923076923077,5.581032968374478,4.076923076923077,2.8409515865568293,1,19,1,9,1
3,7.0,2.449489742783178,4.333333333333333,3.0912061651652345,4,10,0,7,2
7,11.142857142857142,6.599319692829198,8.142857142857142,1.124858267715973,2,19,6,9,1
15,10.266666666666667,5.915704147061072,5.133333333333334,2.8720878971384023,1,19,0,9,1
4,4.25,2.947456530637899,5.25,3.5619517121937516,1,9,0,9,2
6,8.833333333333334,4.487637339278753,3.0,2.3804761428476167,4,18,0,7,0
11,11.272727272727273,5.1538319211121335,2.909090909090909,3.175318035740542,2,18,0,8,1
3,9.0,2.943920288775949,5.333333333333333,1.8856180831641267,5,12,4,8,0
12,10.166666666666666,5.85709446360186,5.333333333333333,2.494438257849294,1,19,1,9,1
6,12.333333333333334,6.209312003399052,4.833333333333333,3.3374973990834644,1,19,0,9,1
10,7.1,3.5341194094144583,4.4,2.4979991993593593,1,12,1,9,0
3,13.333333333333334,5.436502143433364,4.0,0.816496580927726,6,19,3,5,1
13,9.846153846153847,7.123591940178601,3.8461538461538463,2.741312258646994,1,19,0,8,1
3,6.0,4.08248290463863,1.6666666666666667,0.9428090415820634,1,11,1,3,0
7,6.714285714285714,4.462999814803802,3.7142857142857144,2.710523708715754,1,16,0,8,0
8,9.5,4.183300132670378,5.875,2.521780125229002,4,16,3,9,0
7,8.0,5.1269595556932455,4.857142857142857,2.231499907401901,1,17,2,9,1
15,11.133333333333333,5.3649065436615215,3.933333333333333,3.0214051182999095,1,18,0,9,1
5,9.6,5.571355310873647,1.6,2.0591260281974,1,17,0,5,1
11,9.818181818181818,4.608651583867846,3.1818181818181817,2.9176011883420387,1,19,0,9,0
3,15.333333333333334,1.247219128924647,6.0,1.632993161855452,14,17,4,8,0
15,9.933333333333334,6.8358531939245815,5.133333333333334,2.3055488621054105,1,18,0,9,1
15,10.4,7.346654567443152,3.4,2.0264912204760885,1,19,0,6,1
9,10.777777777777779,5.223404121574737,3.6666666666666665,2.211083193570267,4,18,1,7,1
5,11.8,6.11228271597445,4.8,2.5612496949731396,1,18,1,8,1
10,11.9,5.3,4.6,3.1999999999999997,2,17,0,9,1
6,6.0,5.259911279353167,3.3333333333333335,1.3743685418725535,1,14,1,5,1
5,11.8,5.2687759489277965,6.6,2.4979991993593593,4,19,2,9,1
3,8.333333333333334,0.4714045207910317,4.0,1.4142135623730951,8,9,3,6,0
9,11.0,6.182412330330469,4.555555555555555,2.8717439962933526,3,19,0,8,1
7,8.714285714285714,5.3908463611752016,5.428571428571429,2.381904571504724,2,17,3,9,1
12,9.0,4.281744192888376,5.083333333333333,3.0675270532176606,2,18,0,9,2
10,8.0,4.604345773288535,2.4,2.537715508089904,1,18,0,9,0
13,10.153846153846153,5.432751871695254,4.769230769230769,2.8596354300678626,1,18,0,9,1
8,9.875,6.584783595532961,4.375,2.7357585785299112,1,19,1,9,1
9,5.222222222222222,4.262961354055751,4.333333333333333,2.160246899469287,1,16,0,7,0
14,9.5,4.656025282209218,4.857142857142857,2.614715031103304,1,18,0,9,0
3,12.0,2.8284271247461903,1.0,0.816496580927726,8,14,0,2,0
10,7.3,4.8999999999999995,3.9,2.3430749027719964,1,15,0,9,0
12,7.75,5.80409338312195,4.0,2.5495097567963922,1,17,1,8,1
6,10.0,5.228129047119374,3.6666666666666665,3.448026810929534,3,17,1,9,1
15,10.666666666666666,5.299895177160478,5.4,2.7519689920733725,2,19,0,9,1
9,9.444444444444445,4.1126123385159445,4.0,3.2317865716108862,1,14,0,9,2
15,9.666666666666666,5.107728349167454,4.266666666666667,3.0868898407440604,1,17,0,9,1
6,12.833333333333334,4.524623986832743,4.666666666666667,2.6874192494328497,5,18,1,8,0
5,8.6,4.923413450036469,4.2,2.7129319932501073,2,17,0,7,0
4,13.5,3.2015621187164243,8.0,1.224744871391589,11,19,6,9,0
7,13.0,4.503966505838413,4.285714285714286,2.864276807966203,7,19,2,9,0
7,8.714285714285714,5.310751512983173,3.7142857142857144,2.5475077857324298,2,17,0,7,1
9,9.222222222222221,6.032831982443657,5.333333333333333,2.981423969999719,1,18,0,9,1
9,10.333333333333334,4.8074017006186525,4.666666666666667,2.3570226039551585,1,16,1,9,0
13,12.307692307692308,6.683902768070294,4.846153846153846,2.4446536280108773,2,19,1,8,1
12,9.583333333333334,4.662944944512594,3.6666666666666665,2.1343747458109497,3,16,0,7,0
8,9.625,5.429951657243368,5.75,1.7853571071357126,2,18,4,9,1
3,3.6666666666666665,1.8856180831641267,4.0,0.816496580927726,1,5,3,5,0
15,6.533333333333333,4.410089442277661,3.6666666666666665,2.4944382578492945,1,16,0,8,0
6,9.0,4.43471156521669,3.3333333333333335,2.4267032964268394,3,17,0,7,0
6,8.166666666666666,5.89962334014262,6.666666666666667,3.091206165165235,1,18,0,9,1
4,11.25,3.491060010942235,2.0,0.7071067811865476,8,17,1,3,0
7,9.0,4.140393356054125,3.5714285714285716,2.6649654437396615,2,14,0,8,0
5,6.6,4.923413450036469,4.2,3.1240998703626617,1,13,0,9,2
8,7.625,5.91475908216049,3.75,3.072051431861127,1,19,0,9,1
5,9.8,6.523802572120037,6.4,1.7435595774162693,2,18,4,9,1
9,10.333333333333334,6.236095644623235,5.555555555555555,2.6712922844825124,2,19,1,8,1
15,8.266666666666667,5.3099487337973015,4.733333333333333,2.5681813712344295,1,19,0,9,1
4,10.5,5.408326913195984,5.5,2.598076211353316,3,17,3,9,1
7,6.0,4.44007721940573,4.428571428571429,3.5398604838182477,1,12,0,9,2
14,11.5,5.728998915293017,3.5,2.4421887138969653,1,19,0,9,1
14,10.928571428571429,4.6208268541816775,5.0,2.6457513110645907,3,19,0,9,0
9,10.333333333333334,5.696002496878354,3.888888888888889,2.5141574442188355,2,18,0,8,1
11,9.090909090909092,5.451514309296345,4.909090909090909,2.8429992311112526,3,18,0,9,1
11,10.272727272727273,4.391953574247696,6.181818181818182,2.0368505911280073,2,16,2,8,0
13,8.461538461538462,4.781621620898478,3.3846153846153846,2.3382591005493327,2,17,0,8,0
13,10.538461538461538,5.759478937641502,4.0,3.0382181012509997,1,19,0,9,1
15,11.466666666666667,4.800925836637022,4.733333333333333,3.2138588781850532,2,19,0,9,2
3,8.0,2.943920288775949,3.0,4.242640687119285,5,12,0,9,2
6,7.333333333333333,5.557777333511022,4.666666666666667,2.8674417556808756,1,18,1,8,1
14,8.928571428571429,5.712946271587089,4.428571428571429,2.7701027756664733,1,19,0,9,1
12,12.416666666666666,5.529592108726365,3.5833333333333335,2.752524094152291,2,18,0,7,1
15,7.933333333333334,5.6031737038535185,5.333333333333333,2.820559440174157,1,19,0,9,1
10,9.2,6.11228271597445,4.9,2.7,1,19,1,9,1
7,8.857142857142858,6.749149606295838,6.571428571428571,1.3997084244475304,1,19,4,8,1
8,13.0,4.847679857416329,4.0,3.2015621187164243,3,19,0,9,2
14,12.714285714285714,5.3375833406484015,4.428571428571429,3.0871689692820445,3,19,0,9,1
15,8.4,4.644710252893428,5.666666666666667,2.211083193570267,2,17,1,9,0
3,11.0,5.354126134736337,3.3333333333333335,1.699673171197595,4,17,1,5,1
7,8.285714285714286,5.174505793221381,4.857142857142857,3.522522287410844,2,16,0,9,1
5,8.2,3.54400902933387,3.2,2.785677655436824,5,13,0,7,0
5,6.2,5.192301994298868,2.6,1.624807680927192,1,15,0,5,1
10,8.3,2.2825424421026654,5.0,2.792848008753788,3,11,0,8,0
8,9.5,5.766281297335398,5.375,2.8695600708122493,1,19,0,9,1
6,12.0,4.163331998932265,5.333333333333333,2.2110831935702664,7,18,2,9,0
14,11.428571428571429,4.2209390579126165,4.5,2.9459415181858972,5,18,0,9,0
11,7.545454545454546,6.358439436380258,4.454545454545454,2.5712973861329003,1,19,0,9,1
15,10.266666666666667,5.847696602556904,3.933333333333333,2.5681813712344295,3,19,0,8,1
14,9.571428571428571,5.354761375426089,3.857142857142857,3.136356914300021,1,19,0,9,1
5,7.0,5.329165037789691,2.2,2.039607805437114,3,17,0,6,1
10,10.6,6.1838499334961226,3.7,3.1953090617340916,1,19,0,9,1
15,12.0,5.202563470700445,4.733333333333333,2.9544693074880453,2,19,0,9,1
3,6.0,2.449489742783178,6.333333333333333,1.247219128924647,3,9,5,8,0
11,8.818181818181818,4.3236807093069505,5.181818181818182,3.2978831176758283,2,15,0,9,2
10,12.6,5.571355310873648,5.2,3.2186953878862163,1,19,0,9,1
8,13.25,5.2855936279664935,6.25,2.1065374432940898,4,19,2,9,1
8,9.25,4.408798022137099,3.5,3.570714214271425,2,17,0,9,2
11,10.454545454545455,5.483257763636444,4.909090909090909,2.8747978728803445,2,17,0,9,1
3,12.666666666666666,4.109609335312651,2.6666666666666665,3.7712361663282534,8,18,0,8,2
5,8.6,4.079215610874228,5.2,2.4819347291981715,4,14,2,9,0
7,10.142857142857142,6.104531605491856,6.0,2.32992949004287,2,19,2,9,1
5,12.8,4.534313619501853,5.0,1.2649110640673518,4,17,3,6,0
6,11.833333333333334,4.844813951249544,3.5,2.217355782608345,3,17,0,7,0
14,7.785714285714286,4.312416813749595,5.142857142857143,2.948538205792899,2,16,1,9,0
9,9.333333333333334,4.594682917363407,4.333333333333333,2.581988897471611,1,16,0,9,0
4,8.75,4.763139720814412,3.5,2.598076211353316,4,14,1,7,0
13,8.76923076923077,4.626908689791558,3.230769230769231,2.390810810449239,3,18,1,8,0
9,10.88888888888889,5.173531878587918,4.0,2.6246692913372702,3,19,1,9,1
12,10.666666666666666,5.60257877132387,5.75,3.2691742076555053,1,18,0,9,1
8,10.625,4.871793817476269,4.5,3.7416573867739413,4,19,0,9,2
13,11.692307692307692,6.043236720431493,4.769230769230769,2.693406369232553,2,19,0,9,1
13,11.23076923076923,5.576790449351341,3.4615384615384617,2.3407883161081444,2,19,1,9,1
10,9.6,4.737087712930805,4.7,2.2825424421026654,4,19,2,9,0
9,14.444444444444445,3.7449554547450483,5.333333333333333,2.8284271247461903,8,19,1,9,0
9,10.0,5.0771820705759385,5.111111111111111,2.3306863292670035,1,16,1,8,1
9,13.0,3.80058475033046,2.6666666666666665,2.160246899469287,6,19,0,7,0
6,4.166666666666667,3.435921354681384,5.333333333333333,3.144660377352201,1,10,1,9,2
14,9.428571428571429,5.080976926793925,4.714285714285714,2.6029810226126573,2,19,0,9,1
3,11.0,0.816496580927726,3.3333333333333335,2.8674417556808756,10,12,0,7,0
13,9.23076923076923,4.245429146629732,5.0,3.088439984597651,3,16,1,9,2
5,10.2,6.43117407632541,4.2,3.6551333764994136,1,18,0,9,1
6,8.166666666666666,3.670452590924207,5.833333333333333,3.131382371342656,4,14,0,9,2
10,11.0,4.358898943540674,4.8,2.8213471959331766,3,16,0,9,0
11,8.090909090909092,4.16597790450531,3.5454545454545454,2.7423823870906103,1,14,0,8,0
7,10.857142857142858,6.770283206327306,5.714285714285714,1.7496355305594127,2,19,2,8,1
4,12.25,3.2691742076555053,6.5,1.6583123951777,8,17,5,9,0
15,11.6,5.096403960964372,4.933333333333334,2.7438820836342237,2,19,0,9,1
11,10.090909090909092,6.126760161997908,5.818181818181818,2.4796693994519736,1,19,0,9,1
5,10.4,5.851495535331118,5.0,3.1622776601683795,4,18,0,9,1
10,12.2,4.214261501141095,4.3,2.6476404589747453,5,18,0,9,0
12,8.916666666666666,5.574620066774855,5.083333333333333,3.4024092770989336,1,17,0,9,1
14,8.857142857142858,6.266203485560374,3.4285714285714284,2.3211538298959886,1,19,0,9,1
11,13.0,5.308655025693248,3.1818181818181817,2.9176011883420387,5,18,0,8,1
8,7.75,4.293891009329417,3.375,2.4462982238476156,2,17,0,7,0
15,9.666666666666666,5.274677451960662,4.733333333333333,3.641733408999377,1,19,0,9,1
11,7.909090909090909,4.962670568711339,4.090909090909091,1.8317674254190806,2,19,2,7,0
15,9.466666666666667,5.3649065436615215,4.666666666666667,1.920648038785058,2,19,0,8,1
7,10.142857142857142,5.138887356744272,7.0,1.927248223318863,3,17,3,9,1
14,10.642857142857142,4.063902819021265,4.428571428571429,2.4411439272335804,5,16,1,8,0
11,10.545454545454545,5.532772383528342,4.909090909090909,2.3531234737354154,2,18,2,9,1
14,11.928571428571429,4.605342948518535,3.0,2.5634797778466227,6,19,0,7,0
14,9.357142857142858,6.113300988794175,4.642857142857143,3.153391436377731,1,18,0,9,1
5,7.6,3.9293765408777,6.2,2.3151673805580453,4,15,3,9,0
12,8.75,4.745612008301283,3.4166666666666665,3.06752705321766,2,19,0,9,2
11,10.363636363636363,5.514818504764763,4.545454545454546,2.535695578360246,1,18,0,9,1
10,9.9,3.83275357934736,4.6,2.1540659228538015,4,17,2,9,0
8,9.875,4.106016926414211,4.0,2.8284271247461903,5,18,0,8,0
9,9.777777777777779,4.893936787898943,5.666666666666667,1.4907119849998598,4,18,4,8,0
10,10.4,4.758150901348127,4.9,3.080584360149873,4,19,1,9,2
14,11.785714285714286,4.361824183077721,3.5,3.064776850417848,2,18,0,9,2
3,11.0,2.160246899469287,6.333333333333333,3.7712361663282534,8,13,1,9,2
14,10.857142857142858,5.221619109284876,5.714285714285714,2.7627256579733883,4,19,1,9,1
15,9.2,5.12770253947451,4.8,2.7616420236277306,1,19,1,9,1
8,11.25,5.673402858955108,6.0,2.29128784747792,2,17,1,9,1
10,7.4,3.5832945734337835,3.5,3.2015621187164243,2,12,0,9,2
15,12.8,5.344155686354955,4.666666666666667,2.6997942308422114,1,19,0,9,1
5,10.4,4.079215610874227,2.8,1.7204650534085253,5,15,1,6,0
9,9.333333333333334,4.69041575982343,3.4444444444444446,2.543449587168799,1,15,1,8,0
9,8.88888888888889,5.486234175834893,5.666666666666667,3.018461712712472,3,18,0,9,1
3,13.0,5.715476066494082,4.666666666666667,1.699673171197595,5,18,3,7,1
13,8.23076923076923,6.265336213629919,4.0,3.0382181012509997,1,19,0,9,1
9,13.444444444444445,4.716663394842472,5.444444444444445,3.02254900194121,6,18,1,9,2
8,7.0,5.385164807134504,6.75,2.436698586202241,2,17,1,9,1
9,11.666666666666666,5.734883511361751,3.888888888888889,2.5141574442188355,1,19,0,9,1
5,12.6,5.276362383309167,4.4,3.3823069050575527,4,18,0,9,1
4,5.5,2.598076211353316,7.0,1.8708286933869707,2,8,4,9,0
13,9.461538461538462,6.344172184773926,6.384615384615385,2.675773404757859,1,19,2,9,1
12,7.833333333333333,5.565269285687999,4.75,2.5860201081971503,2,17,0,9,1
3,11.0,4.320493798938574,5.0,1.632993161855452,5,15,3,7,0
7,7.714285714285714,5.41728149310244,5.0,1.3093073414159542,1,19,3,7,1
5,11.6,5.1613951602255765,5.6,2.1540659228538015,4,19,3,9,1
15,8.666666666666666,3.496029493900505,5.8,1.973153144926499,1,14,1,8,0
9,11.444444444444445,4.4748956812449485,5.111111111111111,1.6629588385661962,5,19,2,8,0
7,10.857142857142858,6.812353724323637,3.4285714285714284,2.821202522590214,1,18,0,8,1
7,9.0,6.824326235712107,5.142857142857143,2.4743582965269675,1,19,2,9,1
3,17.333333333333332,1.247219128924647,3.0,2.943920288775949,16,19,0,7,0
13,11.307692307692308,4.998224536844063,3.4615384615384617,2.898683643294888,3,19,0,9,0
14,7.714285714285714,4.18208033380127,3.4285714285714284,2.664965443739661,1,18,0,9,0
8,8.625,5.6995065575889985,4.125,2.7128168017763383,1,17,1,8,1
12,11.416666666666666,5.0408057116122045,4.416666666666667,3.5930101895516833,2,18,0,9,1
7,9.571428571428571,5.150787536377128,4.571428571428571,2.8713930346059686,1,18,0,8,1
11,10.727272727272727,5.241285565599846,4.090909090909091,3.058655243865586,3,19,0,8,1
10,11.4,5.517245689653488,3.3,2.9342801502242417,1,19,0,9,1
5,8.2,5.344155686354955,6.4,1.8547236990991407,1,15,3,8,1
14,8.928571428571429,5.229917859424422,4.142857142857143,3.020339215980853,1,15,0,9,1
10,11.2,5.6,4.1,3.1128764832546763,1,19,1,9,1
9,10.333333333333334,4.0276819911981905,3.2222222222222223,2.8196838978776713,2,16,0,9,0
4,12.75,6.869315832017043,4.25,3.491060010942235,1,18,0,9,1
3,14.666666666666666,6.128258770283412,1.6666666666666667,1.247219128924647,6,19,0,3,1
13,7.923076923076923,6.044215778634829,5.461538461538462,2.6491039011880866,1,19,2,9,1
3,15.333333333333334,1.699673171197595,4.0,3.265986323710904,13,17,0,8,2
10,10.5,4.387482193696061,5.8,2.3579652245103193,5,17,1,9,0
6,10.333333333333334,5.763872155263528,4.166666666666667,2.1147629234082532,2,19,2,7,1
8,12.5,4.2130748865881795,4.125,2.027159342528357,5,17,0,7,0
12,12.333333333333334,4.8362060428489695,4.0,3.24037034920393,5,19,0,9,2
12,11.5,5.439056290693573,4.75,2.6180463454008347,4,19,1,8,1
8,5.125,2.368411915187052,3.625,2.7810744326608736,1,8,0,7,0
5,7.0,4.898979485566356,5.0,2.6076809620810595,1,15,1,8,0
9,6.333333333333333,4.320493798938574,4.777777777777778,2.9731307022799225,1,15,0,8,0
14,10.714285714285714,4.316555694210893,3.0714285714285716,2.120117439950833,3,16,0,7,0
5,11.0,4.9396356140913875,3.8,2.993325909419153,2,16,0,9,0
15,8.4,4.28641264151427,5.2,2.4276188608044165,1,16,0,9,0
3,8.666666666666666,5.90668171555645,2.0,0.816496580927726,4,17,1,3,1
12,10.833333333333334,5.624845676895402,4.083333333333333,3.174332825790152,2,18,0,8,1
15,8.866666666666667,5.136362742468859,4.333333333333333,2.2110831935702664,1,19,1,8,1
8,10.5,3.6742346141747673,5.5,2.5495097567963922,5,15,1,9,0
9,9.222222222222221,3.8232556742411674,5.0,2.449489742783178,5,18,1,9,0
4,9.5,5.024937810560445,4.5,1.5,4,15,2,6,1
5,12.2,3.4292856398964493,4.4,2.5768197453450252,7,17,0,8,0
12,9.583333333333334,4.030267429781249,4.916666666666667,2.9285472318009296,2,17,0,8,0
8,7.875,5.9041828393097715,7.0,2.23606797749979,1,18,3,9,1
12,12.166666666666666,4.6696419087073,4.916666666666667,2.9568658332016953,4,19,0,8,0
7,6.714285714285714,2.762725657973388,4.142857142857143,2.695423180587601,3,11,0,8,0
5,13.0,4.732863826479693,5.4,2.244994432064365,8,19,2,9,0
14,7.714285714285714,4.510758115384841,3.9285714285714284,2.5485089678444677,1,15,0,8,0
3,9.333333333333334,4.109609335312651,2.6666666666666665,1.699673171197595,4,14,1,5,0
15,9.066666666666666,4.343065993307288,4.133333333333334,3.2013885876114583,2,16,0,8,2
9,12.222222222222221,4.848316495393651,5.444444444444445,2.8327886186626583,2,19,0,9,0
8,8.875,5.441449714919729,4.5,3.278719262151,3,18,0,9,1
13,9.384615384615385,5.731672618522202,4.0,2.935197542821371,1,18,0,9,1
8,13.25,5.931905258852336,3.0,2.7386127875258306,1,19,0,9,1
14,9.642857142857142,5.601111405747241,4.928571428571429,2.8899897605919875,3,19,0,9,1
10,10.1,5.262128846769148,5.1,3.3600595232822887,1,18,0,9,1
9,8.11111111111111,5.858411700650697,5.666666666666667,3.4641016151377544,1,19,0,9,1
14,9.571428571428571,5.864107357649655,5.214285714285714,2.9320536788248273,2,19,0,9,1
7,10.857142857142858,6.401530429259451,3.5714285714285716,3.3745748031479192,1,17,0,9,1
8,9.625,4.948168853222372,3.5,3.0,2,18,0,9,0
9,8.88888888888889,4.6534203536382055,4.555555555555555,2.9101779674908435,1,15,1,9,0
12,11.333333333333334,5.120763831912406,4.416666666666667,2.6601482832520613,4,19,0,7,1
6,8.833333333333334,3.7155828016013257,4.0,3.5118845842842465,5,16,0,9,2
4,6.0,2.23606797749979,3.5,3.3541019662496847,3,9,0,9,2
10,8.3,5.883026432033091,4.2,3.8418745424597094,2,17,0,9,1
12,9.583333333333334,2.899952106884219,4.083333333333333,2.752524094152291,5,14,0,8,0
10,12.8,4.894895300208167,5.4,2.7640549922170505,3,18,1,9,0
13,11.76923076923077,4.7741909689793545,5.153846153846154,2.824239961643972,5,19,0,9,0
4,8.5,4.716990566028302,5.5,1.118033988749895,2,15,4,7,0
7,9.857142857142858,5.488392203513871,4.571428571428571,3.5799897388976194,4,19,0,9,1
10,9.4,5.388877434122992,4.4,2.1540659228538015,1,17,0,8,1
12,10.333333333333334,5.587684871413404,3.5833333333333335,3.0402393911591163,2,18,0,9,1
12,12.166666666666666,5.885481194336525,4.583333333333333,3.121386800054674,2,19,0,9,1
3,6.333333333333333,4.4969125210773475,2.0,1.632993161855452,1,12,0,4,0
9,10.222222222222221,3.675074535231384,2.111111111111111,1.5947444549341472,4,16,0,4,0
5,12.0,6.723094525588644,3.8,2.7129319932501073,2,19,1,7,1
11,11.454545454545455,4.8685192141803215,5.363636363636363,2.804954294643911,1,19,1,9,0
9,10.88888888888889,5.566655577722377,5.555555555555555,2.7125679146074897,1,19,1,9,1
9,7.555555555555555,3.7745083892140068,5.333333333333333,2.211083193570267,1,13,0,8,0
11,8.818181818181818,4.217241274452074,2.8181818181818183,2.081004207683563,1,16,0,7,0
10,13.2,4.5563142999578075,4.5,2.8372521918222215,3,18,0,9,0
5,5.0,3.03315017762062,4.2,2.4819347291981715,1,10,1,7,0
5,9.4,4.454211490264017,4.8,2.315167380558045,1,13,2,9,0
10,9.7,5.404627646748664,5.5,2.7294688127912363,2,17,0,9,1
13,8.307692307692308,4.512966198114655,4.6923076923076925,3.219761467147131,1,16,0,9,2
7,5.571428571428571,5.150787536377128,4.428571428571429,3.374574803147919,1,16,0,9,1
8,7.5,5.338539126015656,4.625,2.54644359843292,1,16,0,9,1
15,9.666666666666666,4.346134936801765,3.8,2.612789058968723,1,16,1,9,0
10,12.3,4.495553358597805,6.5,2.247220505424423,2,18,2,9,0
9,10.555555555555555,5.539978161030182,4.777777777777778,3.675074535231384,2,19,0,9,1
11,11.272727272727273,4.937627496000098,4.090909090909091,2.9681504940571832,4,19,0,9,0
12,10.583333333333334,6.061605031306111,5.5,3.122498999199199,1,19,0,9,1
10,9.8,5.30659966456864,3.9,3.144837038703278,3,18,0,9,1
11,11.0,4.134115273055299,4.454545454545454,2.4995867427031855,1,16,1,8,0
